source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0005737,cytoplasm,5.4392162280305e-05,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",10727,72,52,25413,0.7222222222222222,0.004847580870700103,query_1,"['GO:0005622', 'GO:0110165']","['ENSMUSG00000038781', 'ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000063268', 'ENSMUSG00000039457', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000040327', 'ENSMUSG00000029512', 'ENSMUSG00000030530', 'ENSMUSG00000021265', 'ENSMUSG00000022091', 'ENSMUSG00000007029', 'ENSMUSG00000066043', 'ENSMUSG00000028944', 'ENSMUSG00000026270', 'ENSMUSG00000025034', 'ENSMUSG00000032849', 'ENSMUSG00000047909', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000063576', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000074582', 'ENSMUSG00000039463', 'ENSMUSG00000034412', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000086784', 'ENSMUSG00000035530', 'ENSMUSG00000032741', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000118668', 'ENSMUSG00000020282', 'ENSMUSG00000052928', 'ENSMUSG00000054150', 'ENSMUSG00000037679', 'ENSMUSG00000019768', 'ENSMUSG00000026692', 'ENSMUSG00000040451', 'ENSMUSG00000041528', 'ENSMUSG00000039096', 'ENSMUSG00000026277', 'ENSMUSG00000003378', 'ENSMUSG00000000631', 'ENSMUSG00000005354', 'ENSMUSG00000056851']","[['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['ISS', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['ISS', 'ISO', 'TAS', 'IEA'], ['ISS', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['HDA', 'IEA'], ['IDA', 'ISO', 'IEA']]"
TF,TF:M02023,Factor: MAZ; motif: NKGGGAGGGGRGGR,0.0001495990848435961,True,Factor: MAZ; motif: NKGGGAGGGGRGGR,7986,75,50,21760,0.6666666666666666,0.006260956674179815,query_1,['TF:M00000'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000039457', 'ENSMUSG00000020472', 'ENSMUSG00000020196', 'ENSMUSG00000011158', 'ENSMUSG00000022623', 'ENSMUSG00000025404', 'ENSMUSG00000030530', 'ENSMUSG00000021265', 'ENSMUSG00000022091', 'ENSMUSG00000066043', 'ENSMUSG00000028944', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000028809', 'ENSMUSG00000030237', 'ENSMUSG00000047909', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000063576', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000074582', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000086784', 'ENSMUSG00000063382', 'ENSMUSG00000032741', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000020282', 'ENSMUSG00000045775', 'ENSMUSG00000023353', 'ENSMUSG00000037679', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000026277', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M01219,Factor: SP1:SP3; motif: CCSCCCCCYCC,0.00017722157186944736,True,Factor: SP1:SP3; motif: CCSCCCCCYCC,6692,75,45,21760,0.6,0.006724447101016139,query_1,['TF:M00000'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000063268', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000040327', 'ENSMUSG00000025404', 'ENSMUSG00000021265', 'ENSMUSG00000007029', 'ENSMUSG00000066043', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000030237', 'ENSMUSG00000032849', 'ENSMUSG00000047909', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000039463', 'ENSMUSG00000034412', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000063382', 'ENSMUSG00000035530', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000020282', 'ENSMUSG00000045775', 'ENSMUSG00000052928', 'ENSMUSG00000023353', 'ENSMUSG00000037679', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M07397_1,Factor: ZBP89; motif: CCCCKCCCCCNN; match class: 1,0.0005682349272629081,True,Factor: ZBP89; motif: CCCCKCCCCCNN; match class: 1,3883,75,32,21760,0.4266666666666667,0.008241050733968582,query_1,['TF:M07397'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000040327', 'ENSMUSG00000025404', 'ENSMUSG00000022091', 'ENSMUSG00000066043', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000063576', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000032741', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M01118_1,Factor: WT1; motif: SMCNCCNSC; match class: 1,0.0007922255255860382,True,Factor: WT1; motif: SMCNCCNSC; match class: 1,4593,75,35,21760,0.4666666666666667,0.00762029174831265,query_1,['TF:M01118'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000025404', 'ENSMUSG00000022091', 'ENSMUSG00000066043', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000028809', 'ENSMUSG00000030237', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000063576', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000063382', 'ENSMUSG00000035530', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000045775', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000026692', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M03944,Factor: Zfp740; motif: NCCCCCCCAC,0.0009570101558029939,True,Factor: Zfp740; motif: NCCCCCCCAC,7319,75,46,21760,0.6133333333333333,0.006285011613608417,query_1,['TF:M00000'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000063268', 'ENSMUSG00000020472', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000025404', 'ENSMUSG00000029512', 'ENSMUSG00000021265', 'ENSMUSG00000007029', 'ENSMUSG00000066043', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000028809', 'ENSMUSG00000030237', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000075704', 'ENSMUSG00000063382', 'ENSMUSG00000035530', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029797', 'ENSMUSG00000029859', 'ENSMUSG00000020282', 'ENSMUSG00000052928', 'ENSMUSG00000023353', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000026692', 'ENSMUSG00000003378', 'ENSMUSG00000000631', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M07040_1,Factor: GKLF; motif: NNRRGRRNGNSNNN; match class: 1,0.0012086330110823065,True,Factor: GKLF; motif: NNRRGRRNGNSNNN; match class: 1,8469,75,50,21760,0.6666666666666666,0.00590388475616956,query_1,['TF:M07040'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000039457', 'ENSMUSG00000020196', 'ENSMUSG00000011158', 'ENSMUSG00000022623', 'ENSMUSG00000025404', 'ENSMUSG00000029512', 'ENSMUSG00000030530', 'ENSMUSG00000021265', 'ENSMUSG00000022091', 'ENSMUSG00000066043', 'ENSMUSG00000028944', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000028809', 'ENSMUSG00000030237', 'ENSMUSG00000047909', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000063576', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000022637', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000075704', 'ENSMUSG00000086784', 'ENSMUSG00000063382', 'ENSMUSG00000035530', 'ENSMUSG00000032741', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000020282', 'ENSMUSG00000045775', 'ENSMUSG00000052928', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000026692', 'ENSMUSG00000026277', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M00933_1,Factor: Sp1; motif: CCCCGCCCCN; match class: 1,0.003884617253066259,True,Factor: Sp1; motif: CCCCGCCCCN; match class: 1,4007,75,31,21760,0.41333333333333333,0.007736461192912403,query_1,['TF:M00933'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000020472', 'ENSMUSG00000011158', 'ENSMUSG00000022623', 'ENSMUSG00000040327', 'ENSMUSG00000025404', 'ENSMUSG00000029512', 'ENSMUSG00000022091', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000042589', 'ENSMUSG00000063576', 'ENSMUSG00000026494', 'ENSMUSG00000031665', 'ENSMUSG00000074582', 'ENSMUSG00000033039', 'ENSMUSG00000032741', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000118668', 'ENSMUSG00000023353', 'ENSMUSG00000037679', 'ENSMUSG00000026277', 'ENSMUSG00000003378', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:MF,GO:0043168,anion binding,0.004383303046769736,True,"""Binding to an anion, a charged atom or group of atoms with a net negative charge."" [GOC:jl]",2374,74,21,23512,0.28378378378378377,0.008845829823083403,query_1,['GO:0043167'],"['ENSMUSG00000028960', 'ENSMUSG00000029512', 'ENSMUSG00000030530', 'ENSMUSG00000007029', 'ENSMUSG00000028944', 'ENSMUSG00000032849', 'ENSMUSG00000026691', 'ENSMUSG00000034926', 'ENSMUSG00000026494', 'ENSMUSG00000055782', 'ENSMUSG00000033039', 'ENSMUSG00000075704', 'ENSMUSG00000032741', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000029859', 'ENSMUSG00000118668', 'ENSMUSG00000023353', 'ENSMUSG00000026692', 'ENSMUSG00000026277', 'ENSMUSG00000000631']","[['IDA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA']]"
TF,TF:M02834,Factor: Zfp740; motif: NNNCCCCCCCCMNNNN,0.005039581917051016,True,Factor: Zfp740; motif: NNNCCCCCCCCMNNNN,5188,75,36,21760,0.48,0.006939090208172706,query_1,['TF:M00000'],"['ENSMUSG00000023495', 'ENSMUSG00000028960', 'ENSMUSG00000063268', 'ENSMUSG00000020196', 'ENSMUSG00000022623', 'ENSMUSG00000021265', 'ENSMUSG00000066043', 'ENSMUSG00000053964', 'ENSMUSG00000025034', 'ENSMUSG00000050390', 'ENSMUSG00000028809', 'ENSMUSG00000030237', 'ENSMUSG00000034926', 'ENSMUSG00000042589', 'ENSMUSG00000022637', 'ENSMUSG00000055782', 'ENSMUSG00000075704', 'ENSMUSG00000063382', 'ENSMUSG00000035530', 'ENSMUSG00000037355', 'ENSMUSG00000029833', 'ENSMUSG00000034135', 'ENSMUSG00000002763', 'ENSMUSG00000034254', 'ENSMUSG00000021136', 'ENSMUSG00000029859', 'ENSMUSG00000052928', 'ENSMUSG00000023353', 'ENSMUSG00000049504', 'ENSMUSG00000019768', 'ENSMUSG00000026692', 'ENSMUSG00000003378', 'ENSMUSG00000015850', 'ENSMUSG00000005354', 'ENSMUSG00000056851', 'ENSMUSG00000025409']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
