source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
KEGG,KEGG:00982,Drug metabolism - cytochrome P450,0.0008411765511683517,True,Drug metabolism - cytochrome P450,71,2,2,10539,1.0,0.028169014084507043,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:00480,Glutathione metabolism,0.0008652101669160178,True,Glutathione metabolism,72,2,2,10539,1.0,0.027777777777777776,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:00980,Metabolism of xenobiotics by cytochrome P450,0.0009393420239405106,True,Metabolism of xenobiotics by cytochrome P450,75,2,2,10539,1.0,0.02666666666666667,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:01524,Platinum drug resistance,0.0010696651515863115,True,Platinum drug resistance,80,2,2,10539,1.0,0.025,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:05204,Chemical carcinogenesis - DNA adducts,0.0013255723840544292,True,Chemical carcinogenesis - DNA adducts,89,2,2,10539,1.0,0.02247191011235955,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:00983,Drug metabolism - other enzymes,0.0014795906258176501,True,Drug metabolism - other enzymes,94,2,2,10539,1.0,0.02127659574468085,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
REAC,REAC:R-MMU-189483,Heme degradation,0.0017917488358215167,True,Heme degradation,18,3,2,8514,0.6666666666666666,0.1111111111111111,query_1,['REAC:R-MMU-189445'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['REAC'], ['REAC']]"
GO:MF,GO:0004364,glutathione transferase activity,0.002756727395785327,True,"""Catalysis of the reaction: RX + glutathione = an S-substituted glutathione + a halide anion + H+."" [RHEA:16437]",30,4,2,23512,0.5,0.06666666666666667,query_1,['GO:0016765'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['IEA'], ['IDA', 'ISS', 'ISA', 'IEA']]"
REAC,REAC:R-MMU-9748787,Azathioprine ADME,0.0035113044801192684,True,Azathioprine ADME,25,3,2,8514,0.6666666666666666,0.08,query_1,['REAC:R-MMU-9748784'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['REAC'], ['REAC']]"
KEGG,KEGG:05418,Fluid shear stress and atherosclerosis,0.00363246099420022,True,Fluid shear stress and atherosclerosis,147,2,2,10539,1.0,0.013605442176870748,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
REAC,REAC:R-MMU-189445,Metabolism of porphyrins,0.005089394088759773,True,Metabolism of porphyrins,30,3,2,8514,0.6666666666666666,0.06666666666666667,query_1,['REAC:R-MMU-1430728'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['REAC'], ['REAC']]"
KEGG,KEGG:05225,Hepatocellular carcinoma,0.0050947880368751785,True,Hepatocellular carcinoma,174,2,2,10539,1.0,0.011494252873563218,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
REAC,REAC:R-MMU-156590,Glutathione conjugation,0.00821976404721788,True,Glutathione conjugation,38,3,2,8514,0.6666666666666666,0.05263157894736842,query_1,['REAC:R-MMU-156580'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['REAC'], ['REAC']]"
KEGG,KEGG:05208,Chemical carcinogenesis - reactive oxygen species,0.008378930853549354,True,Chemical carcinogenesis - reactive oxygen species,223,2,2,10539,1.0,0.008968609865470852,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
KEGG,KEGG:05207,Chemical carcinogenesis - receptor activation,0.008914440432603019,True,Chemical carcinogenesis - receptor activation,230,2,2,10539,1.0,0.008695652173913044,query_1,['KEGG:00000'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['KEGG'], ['KEGG']]"
GO:MF,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",0.011962089551117598,True,"""Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor)."" [EC:2.5.1.-]",62,4,2,23512,0.5,0.03225806451612903,query_1,['GO:0016740'],"['ENSMUSG00000111709', 'ENSMUSG00000074183']","[['IEA'], ['IDA', 'ISS', 'ISA', 'IEA']]"
TF,TF:M00141,Factor: Lyf-1; motif: TTTGGGAGR,0.04356778956802338,True,Factor: Lyf-1; motif: TTTGGGAGR,707,4,3,21760,0.75,0.004243281471004243,query_1,['TF:M00000'],"['ENSMUSG00000012428', 'ENSMUSG00000111709', 'ENSMUSG00000074183']","[['TF'], ['TF'], ['TF']]"
WP,WP:WP1264,Estrogen metabolism,0.04636591121141786,True,Estrogen metabolism,13,1,1,4801,1.0,0.07692307692307693,query_1,['WP:000000'],['ENSMUSG00000074183'],[['WP']]
