source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0005604,basement membrane,6.046862132593379e-05,True,"""A collagen-containing extracellular matrix consisting of a thin layer of dense material found in various animal tissues interposed between the cells and the adjacent connective tissue. It consists of the basal lamina plus an associated layer of reticulin fibers."" [PMID:22505934, PMID:33605520, PMID:39223427]",92,73,6,25413,0.0821917808219178,0.06521739130434782,query_1,['GO:0031012'],"['ENSMUSG00000032231', 'ENSMUSG00000018593', 'ENSMUSG00000032334', 'ENSMUSG00000048120', 'ENSMUSG00000028339', 'ENSMUSG00000027204']","[['IEA'], ['IEA'], ['IEA'], ['IDA'], ['IDA'], ['IEA']]"
GO:BP,GO:0002376,immune system process,0.000692905299474575,True,"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]",2557,77,24,24936,0.3116883116883117,0.009385999217833398,query_1,['GO:0008150'],"['ENSMUSG00000037321', 'ENSMUSG00000021200', 'ENSMUSG00000044206', 'ENSMUSG00000029821', 'ENSMUSG00000031400', 'ENSMUSG00000026938', 'ENSMUSG00000004730', 'ENSMUSG00000015396', 'ENSMUSG00000034641', 'ENSMUSG00000005087', 'ENSMUSG00000023259', 'ENSMUSG00000026395', 'ENSMUSG00000037921', 'ENSMUSG00000026304', 'ENSMUSG00000047180', 'ENSMUSG00000015090', 'ENSMUSG00000039853', 'ENSMUSG00000024621', 'ENSMUSG00000036273', 'ENSMUSG00000022587', 'ENSMUSG00000040552', 'ENSMUSG00000027204', 'ENSMUSG00000037922', 'ENSMUSG00000040447']","[['IEA'], ['IDA'], ['IDA', 'IEA'], ['IEA'], ['IMP'], ['ISS', 'IEA'], ['IEA'], ['IMP'], ['IEA'], ['IEA'], ['IEA'], ['IMP', 'IGI', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IMP'], ['IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IGI', 'IEA'], ['IDA', 'IMP']]"
GO:BP,GO:0050896,response to stimulus,0.0007235599187722626,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",9759,77,52,24936,0.6753246753246753,0.0053284147965980124,query_1,['GO:0008150'],"['ENSMUSG00000039298', 'ENSMUSG00000037321', 'ENSMUSG00000021200', 'ENSMUSG00000029821', 'ENSMUSG00000031400', 'ENSMUSG00000026482', 'ENSMUSG00000026938', 'ENSMUSG00000005553', 'ENSMUSG00000029922', 'ENSMUSG00000002083', 'ENSMUSG00000047414', 'ENSMUSG00000022129', 'ENSMUSG00000004730', 'ENSMUSG00000036362', 'ENSMUSG00000060657', 'ENSMUSG00000032231', 'ENSMUSG00000026872', 'ENSMUSG00000033253', 'ENSMUSG00000018593', 'ENSMUSG00000002797', 'ENSMUSG00000032334', 'ENSMUSG00000037541', 'ENSMUSG00000106147', 'ENSMUSG00000027641', 'ENSMUSG00000005087', 'ENSMUSG00000069662', 'ENSMUSG00000023259', 'ENSMUSG00000048120', 'ENSMUSG00000047881', 'ENSMUSG00000041577', 'ENSMUSG00000049907', 'ENSMUSG00000026395', 'ENSMUSG00000037921', 'ENSMUSG00000003051', 'ENSMUSG00000000142', 'ENSMUSG00000026304', 'ENSMUSG00000047180', 'ENSMUSG00000015090', 'ENSMUSG00000039853', 'ENSMUSG00000048826', 'ENSMUSG00000024621', 'ENSMUSG00000070473', 'ENSMUSG00000036273', 'ENSMUSG00000032812', 'ENSMUSG00000044359', 'ENSMUSG00000022587', 'ENSMUSG00000040552', 'ENSMUSG00000027204', 'ENSMUSG00000037922', 'ENSMUSG00000051855', 'ENSMUSG00000040447', 'ENSMUSG00000039671']","[['ISS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IMP', 'ISS', 'IEA'], ['IMP'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP'], ['IEP'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IMP', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP'], ['IMP', 'NAS'], ['IMP'], ['IMP', 'ISS', 'IEA'], ['IDA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEP'], ['IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'ISS'], ['ISS', 'IEA'], ['IDA'], ['IDA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IEA'], ['IMP'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IDA', 'IPI', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IMP', 'IGI', 'IEP', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IEA']]"
GO:BP,GO:0043473,pigmentation,0.0015480196798648318,True,"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]",105,77,6,24936,0.07792207792207792,0.05714285714285714,query_1,['GO:0008150'],"['ENSMUSG00000022129', 'ENSMUSG00000026872', 'ENSMUSG00000033253', 'ENSMUSG00000018593', 'ENSMUSG00000026304', 'ENSMUSG00000040447']","[['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP'], ['IMP']]"
GO:BP,GO:0070633,transepithelial transport,0.0024089936099291154,True,"""The directed movement of a substance from one side of an epithelium to the other."" [GOC:mah, GOC:yaf, ISBN:0716731363]",27,77,4,24936,0.05194805194805195,0.14814814814814814,query_1,['GO:0006810'],"['ENSMUSG00000023259', 'ENSMUSG00000104445', 'ENSMUSG00000070473', 'ENSMUSG00000044359']","[['IDA', 'IMP', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA']]"
GO:CC,GO:0071944,cell periphery,0.012366854634960359,True,"""The broad region around and including the plasma membrane of a cell, encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]",6371,73,34,25413,0.4657534246575342,0.005336681839585623,query_1,['GO:0110165'],"['ENSMUSG00000029821', 'ENSMUSG00000026938', 'ENSMUSG00000005553', 'ENSMUSG00000047414', 'ENSMUSG00000022129', 'ENSMUSG00000004730', 'ENSMUSG00000036362', 'ENSMUSG00000015396', 'ENSMUSG00000032231', 'ENSMUSG00000018593', 'ENSMUSG00000032334', 'ENSMUSG00000037541', 'ENSMUSG00000034641', 'ENSMUSG00000005087', 'ENSMUSG00000069662', 'ENSMUSG00000023259', 'ENSMUSG00000048120', 'ENSMUSG00000025227', 'ENSMUSG00000033526', 'ENSMUSG00000047881', 'ENSMUSG00000026395', 'ENSMUSG00000036813', 'ENSMUSG00000026304', 'ENSMUSG00000104445', 'ENSMUSG00000028339', 'ENSMUSG00000024621', 'ENSMUSG00000070473', 'ENSMUSG00000036273', 'ENSMUSG00000001247', 'ENSMUSG00000032812', 'ENSMUSG00000044359', 'ENSMUSG00000040552', 'ENSMUSG00000027204', 'ENSMUSG00000040447']","[['ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['EXP', 'IDA', 'IPI', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'ISS', 'ISO', 'NAS', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'IEA'], ['IDA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'TAS', 'IEA'], ['IEA']]"
GO:MF,GO:0004050,apyrase activity,0.014955257139115797,True,"""Catalysis of the reaction: a ribonucleoside 5'-triphosphate + 2 H2O = a ribonucleoside 5'-phosphate + 2 phosphate. This reaction consists of two distinct successive phosphate-releasing steps, with NDPs as intermediates. Apyrases are active against both di- and triphosphate nucleotides (NDPs and NTPs) and hydrolyze NTPs to nucleotide monophosphates (NMPs)."" [EC:3.6.1.5]",3,71,2,23512,0.028169014084507043,0.6666666666666666,query_1,['GO:0016462'],"['ENSMUSG00000048120', 'ENSMUSG00000036813']","[['IEA'], ['IEA']]"
GO:CC,GO:0031012,extracellular matrix,0.018535093114048152,True,"""A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues."" [GOC:BHF, GOC:mah, GOC:rph, PMID:21123617, PMID:28089324, PMID:33605520]",249,73,6,25413,0.0821917808219178,0.024096385542168676,query_1,['GO:0030312'],"['ENSMUSG00000032231', 'ENSMUSG00000018593', 'ENSMUSG00000032334', 'ENSMUSG00000048120', 'ENSMUSG00000028339', 'ENSMUSG00000027204']","[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'TAS', 'IEA']]"
GO:CC,GO:0030312,external encapsulating structure,0.019368445598123344,True,"""A structure that lies outside the plasma membrane and surrounds the entire cell or cells. This does not include the periplasmic space."" [GOC:go_curators]",251,73,6,25413,0.0821917808219178,0.02390438247011952,query_1,"['GO:0071944', 'GO:0110165']","['ENSMUSG00000032231', 'ENSMUSG00000018593', 'ENSMUSG00000032334', 'ENSMUSG00000048120', 'ENSMUSG00000028339', 'ENSMUSG00000027204']","[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA'], ['IDA', 'TAS', 'IEA']]"
GO:MF,GO:0036094,small molecule binding,0.020107690347447277,True,"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]",6255,71,35,23512,0.49295774647887325,0.005595523581135092,query_1,['GO:0005488'],"['ENSMUSG00000047409', 'ENSMUSG00000037321', 'ENSMUSG00000029821', 'ENSMUSG00000031400', 'ENSMUSG00000026938', 'ENSMUSG00000005553', 'ENSMUSG00000029922', 'ENSMUSG00000022129', 'ENSMUSG00000011256', 'ENSMUSG00000004730', 'ENSMUSG00000029369', 'ENSMUSG00000032231', 'ENSMUSG00000026872', 'ENSMUSG00000018593', 'ENSMUSG00000032334', 'ENSMUSG00000091721', 'ENSMUSG00000057596', 'ENSMUSG00000048120', 'ENSMUSG00000027889', 'ENSMUSG00000033526', 'ENSMUSG00000052305', 'ENSMUSG00000049907', 'ENSMUSG00000037921', 'ENSMUSG00000036813', 'ENSMUSG00000026304', 'ENSMUSG00000047180', 'ENSMUSG00000025203', 'ENSMUSG00000015090', 'ENSMUSG00000039853', 'ENSMUSG00000024621', 'ENSMUSG00000036273', 'ENSMUSG00000032812', 'ENSMUSG00000044359', 'ENSMUSG00000027204', 'ENSMUSG00000039671']","[['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISO', 'IEA'], ['ISS', 'IEA'], ['IC'], ['IEA'], ['IEA']]"
