source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:CC,GO:0005737,cytoplasm,2.2881307985809818e-07,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",10727,64,51,25413,0.796875,0.004754358161648178,query_1,"['GO:0005622', 'GO:0110165']","['ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000032310', 'ENSMUSG00000024845', 'ENSMUSG00000048007', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000020718', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000023122', 'ENSMUSG00000025792', 'ENSMUSG00000035864', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000036985', 'ENSMUSG00000032500', 'ENSMUSG00000033174', 'ENSMUSG00000019478', 'ENSMUSG00000072964', 'ENSMUSG00000090171', 'ENSMUSG00000000568', 'ENSMUSG00000059456', 'ENSMUSG00000026003', 'ENSMUSG00000059439', 'ENSMUSG00000017718', 'ENSMUSG00000045659', 'ENSMUSG00000028521', 'ENSMUSG00000025858', 'ENSMUSG00000042506', 'ENSMUSG00000061882', 'ENSMUSG00000025076', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000039652', 'ENSMUSG00000051910', 'ENSMUSG00000040093', 'ENSMUSG00000033124', 'ENSMUSG00000024654', 'ENSMUSG00000004264', 'ENSMUSG00000029020', 'ENSMUSG00000031029', 'ENSMUSG00000025139', 'ENSMUSG00000029456']","[['IEA'], ['ISS', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IDA'], ['HDA'], ['HDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'HDA', 'IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA'], ['IDA', 'ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IPI', 'HDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['HDA']]"
GO:BP,GO:0009056,catabolic process,3.314172328724415e-07,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2141,64,24,24936,0.375,0.011209715086408221,query_1,['GO:0008152'],"['ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000032310', 'ENSMUSG00000074247', 'ENSMUSG00000039615', 'ENSMUSG00000040813', 'ENSMUSG00000017386', 'ENSMUSG00000033174', 'ENSMUSG00000054191', 'ENSMUSG00000000568', 'ENSMUSG00000059456', 'ENSMUSG00000026003', 'ENSMUSG00000059439', 'ENSMUSG00000017718', 'ENSMUSG00000025858', 'ENSMUSG00000042506', 'ENSMUSG00000025076', 'ENSMUSG00000039652', 'ENSMUSG00000040093', 'ENSMUSG00000033124', 'ENSMUSG00000004264', 'ENSMUSG00000029020', 'ENSMUSG00000025139', 'ENSMUSG00000029456']","[['IDA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IMP', 'ISO', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISO', 'IEA'], ['IC'], ['IEA'], ['ISS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IDA', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IEA'], ['IEA']]"
TF,TF:M01783,Factor: SP2; motif: GGGCGGGAC,1.3645746562745839e-05,True,Factor: SP2; motif: GGGCGGGAC,8160,65,47,21760,0.7230769230769231,0.005759803921568628,query_1,['TF:M00000'],"['ENSMUSG00000058239', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000024845', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000074247', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000025792', 'ENSMUSG00000103906', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000020877', 'ENSMUSG00000032500', 'ENSMUSG00000019478', 'ENSMUSG00000072964', 'ENSMUSG00000090171', 'ENSMUSG00000000568', 'ENSMUSG00000031750', 'ENSMUSG00000026003', 'ENSMUSG00000017718', 'ENSMUSG00000045659', 'ENSMUSG00000028521', 'ENSMUSG00000025858', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000061882', 'ENSMUSG00000025076', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000004105', 'ENSMUSG00000039652', 'ENSMUSG00000033124', 'ENSMUSG00000024654', 'ENSMUSG00000004264', 'ENSMUSG00000027358', 'ENSMUSG00000029020', 'ENSMUSG00000010048', 'ENSMUSG00000025139']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:CC,GO:0005622,intracellular anatomical structure,0.0004792312445669404,True,"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",16471,64,58,25413,0.90625,0.0035213405379151234,query_1,['GO:0110165'],"['ENSMUSG00000058239', 'ENSMUSG00000053838', 'ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000032310', 'ENSMUSG00000024845', 'ENSMUSG00000048007', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000020718', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000023122', 'ENSMUSG00000025792', 'ENSMUSG00000103906', 'ENSMUSG00000035864', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000036985', 'ENSMUSG00000032500', 'ENSMUSG00000033174', 'ENSMUSG00000019478', 'ENSMUSG00000072964', 'ENSMUSG00000090171', 'ENSMUSG00000054191', 'ENSMUSG00000000568', 'ENSMUSG00000059456', 'ENSMUSG00000026003', 'ENSMUSG00000059439', 'ENSMUSG00000017718', 'ENSMUSG00000045659', 'ENSMUSG00000028521', 'ENSMUSG00000025858', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000061882', 'ENSMUSG00000025076', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000039652', 'ENSMUSG00000051910', 'ENSMUSG00000040093', 'ENSMUSG00000033124', 'ENSMUSG00000024654', 'ENSMUSG00000004264', 'ENSMUSG00000027358', 'ENSMUSG00000029020', 'ENSMUSG00000031029', 'ENSMUSG00000025139', 'ENSMUSG00000029456']","[['IDA', 'IEA'], ['IEA'], ['IEA'], ['ISS', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['HDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA'], ['HDA'], ['HDA', 'ISS', 'ISO', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'HDA', 'IEA'], ['IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'TAS', 'IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['ISO', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'TAS', 'IEA'], ['ISS', 'IEA'], ['IDA', 'IEA'], ['ISS', 'ISO', 'NAS', 'IEA'], ['ISS', 'IEA'], ['ISS', 'NAS', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['HDA', 'ISS', 'IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IC', 'IEA'], ['IDA', 'IPI'], ['IDA', 'ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IPI', 'HDA', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA'], ['HDA']]"
TF,TF:M02089_1,Factor: E2F-3; motif: GGCGGGN; match class: 1,0.000844154833281127,True,Factor: E2F-3; motif: GGCGGGN; match class: 1,6920,65,40,21760,0.6153846153846154,0.005780346820809248,query_1,['TF:M02089'],"['ENSMUSG00000058239', 'ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000024845', 'ENSMUSG00000048007', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000074247', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000025792', 'ENSMUSG00000103906', 'ENSMUSG00000035864', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000036985', 'ENSMUSG00000032500', 'ENSMUSG00000033174', 'ENSMUSG00000019478', 'ENSMUSG00000000568', 'ENSMUSG00000031750', 'ENSMUSG00000026003', 'ENSMUSG00000045659', 'ENSMUSG00000028521', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000061882', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000027358', 'ENSMUSG00000010048', 'ENSMUSG00000025139']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M00196,Factor: Sp1; motif: NGGGGGCGGGGYN,0.0008679739929621131,True,Factor: Sp1; motif: NGGGGGCGGGGYN,8827,65,46,21760,0.7076923076923077,0.005211283561799025,query_1,['TF:M00000'],"['ENSMUSG00000058239', 'ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000024845', 'ENSMUSG00000048007', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000074247', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000025792', 'ENSMUSG00000103906', 'ENSMUSG00000035864', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000036985', 'ENSMUSG00000020877', 'ENSMUSG00000032500', 'ENSMUSG00000019478', 'ENSMUSG00000072964', 'ENSMUSG00000000568', 'ENSMUSG00000031750', 'ENSMUSG00000026003', 'ENSMUSG00000059439', 'ENSMUSG00000017718', 'ENSMUSG00000045659', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000061882', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000004105', 'ENSMUSG00000039652', 'ENSMUSG00000004264', 'ENSMUSG00000027358', 'ENSMUSG00000029020', 'ENSMUSG00000010048', 'ENSMUSG00000025139']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
GO:BP,GO:0006511,ubiquitin-dependent protein catabolic process,0.00404510328756574,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."" [GOC:go_curators]",455,64,9,24936,0.140625,0.01978021978021978,query_1,['GO:0019941'],"['ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000074247', 'ENSMUSG00000039615', 'ENSMUSG00000017386', 'ENSMUSG00000054191', 'ENSMUSG00000059456', 'ENSMUSG00000025858', 'ENSMUSG00000042506']","[['IDA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], ['ISO', 'IEA'], ['IC']]"
GO:BP,GO:0019941,modification-dependent protein catabolic process,0.004501680404087906,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",461,64,9,24936,0.140625,0.019522776572668113,query_1,"['GO:0030163', 'GO:0043632']","['ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000074247', 'ENSMUSG00000039615', 'ENSMUSG00000017386', 'ENSMUSG00000054191', 'ENSMUSG00000059456', 'ENSMUSG00000025858', 'ENSMUSG00000042506']","[['IDA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], ['ISO', 'IEA'], ['IC']]"
TF,TF:M01783_1,Factor: SP2; motif: GGGCGGGAC; match class: 1,0.004519169803662961,True,Factor: SP2; motif: GGGCGGGAC; match class: 1,3305,65,25,21760,0.38461538461538464,0.007564296520423601,query_1,['TF:M01783'],"['ENSMUSG00000058239', 'ENSMUSG00000000743', 'ENSMUSG00000024845', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000074247', 'ENSMUSG00000050705', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000103906', 'ENSMUSG00000028793', 'ENSMUSG00000032500', 'ENSMUSG00000072964', 'ENSMUSG00000000568', 'ENSMUSG00000026003', 'ENSMUSG00000045659', 'ENSMUSG00000025858', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000025076', 'ENSMUSG00000065979', 'ENSMUSG00000004105', 'ENSMUSG00000025139']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
TF,TF:M10278,Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN,0.004597353716045107,True,Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN,7344,65,40,21760,0.6153846153846154,0.0054466230936819175,query_1,['TF:M00000'],"['ENSMUSG00000058239', 'ENSMUSG00000055652', 'ENSMUSG00000000743', 'ENSMUSG00000031090', 'ENSMUSG00000024845', 'ENSMUSG00000048007', 'ENSMUSG00000070576', 'ENSMUSG00000002833', 'ENSMUSG00000024835', 'ENSMUSG00000074247', 'ENSMUSG00000025466', 'ENSMUSG00000050705', 'ENSMUSG00000039615', 'ENSMUSG00000047843', 'ENSMUSG00000040813', 'ENSMUSG00000025792', 'ENSMUSG00000103906', 'ENSMUSG00000035864', 'ENSMUSG00000024331', 'ENSMUSG00000028793', 'ENSMUSG00000017386', 'ENSMUSG00000037580', 'ENSMUSG00000030127', 'ENSMUSG00000020877', 'ENSMUSG00000032500', 'ENSMUSG00000019478', 'ENSMUSG00000072964', 'ENSMUSG00000000568', 'ENSMUSG00000031750', 'ENSMUSG00000026003', 'ENSMUSG00000045659', 'ENSMUSG00000028521', 'ENSMUSG00000040524', 'ENSMUSG00000042506', 'ENSMUSG00000065979', 'ENSMUSG00000035559', 'ENSMUSG00000004105', 'ENSMUSG00000027358', 'ENSMUSG00000010048', 'ENSMUSG00000025139']","[['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF'], ['TF']]"
