baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1918.66063769086,-0.0630457994754877,0.0861136686947745,-0.732123023337332,0.464093482406855,0.69145598339045
ENSMUSG00000000028,34.586047473874,0.309868680839427,0.32080601500336,0.965906704823417,0.334090867025085,0.57588046185628
ENSMUSG00000000031,1.52724397857329,0.398940593764394,1.34302901826299,0.297045401357273,0.766431847294923,NA
ENSMUSG00000000049,30598.5918943674,0.0582620552051432,0.0935262275085676,0.62294884287732,0.533318139846037,0.74340892508619
ENSMUSG00000000056,1343.86554988658,1.04443205844363,0.0786588736548657,13.2779940763749,3.10603569470983e-40,9.70849313909203e-38
ENSMUSG00000000058,80.7271540888009,0.00192227449941991,0.244913905356248,0.00784877647769245,0.993737646724252,0.997266181702527
ENSMUSG00000000078,166.481671719088,-0.152427619876756,0.175250952283213,-0.86976771247683,0.384427359578168,0.623223486121791
ENSMUSG00000000085,232.564335038133,-0.0620098491181943,0.133066424030995,-0.466006729870117,0.641210683392215,0.815646981608566
ENSMUSG00000000088,1677.84154037485,0.195056445267937,0.112476906200094,1.73419106070482,0.0828841885516775,0.236954241338288
ENSMUSG00000000093,101.970337111335,0.344708903051935,0.184462045923088,1.86872535933849,0.0616610339756055,0.194256628973345
ENSMUSG00000000120,75.9504763245258,-1.78886976667518,0.257930620726357,-6.93546877698179,4.0487631571476e-12,2.01691667150281e-10
ENSMUSG00000000126,17.1661585635093,0.984958188349283,0.444636786727007,2.21519725257014,0.0267465283880819,0.106611511771026
ENSMUSG00000000127,317.398215109607,0.14211351723584,0.116379297140545,1.22112369405545,0.222039189799241,0.449228763614049
ENSMUSG00000000131,1274.5490854406,0.014888754329355,0.0752985167393585,0.197729715990178,0.843256538709243,0.933302262276196
ENSMUSG00000000134,491.803064069053,-0.0646221802406452,0.102500998818058,-0.630454151528333,0.528397490862139,0.740131552770198
ENSMUSG00000000142,203.718144599777,-0.351453238944738,0.217682189432999,-1.61452455003404,0.106413696182451,0.278909968452231
ENSMUSG00000000148,302.301901439379,-0.103951439423263,0.114554636396969,-0.907439826905281,0.364174256378906,0.604844949045233
ENSMUSG00000000149,2841.14531847174,0.487865286062345,0.132936898359556,3.66990122443514,0.00024264421048732,0.00234749873320811
ENSMUSG00000000154,1724.06064415655,0.159727041056862,0.0897166102479094,1.78035082484165,0.0750185641881139,0.222902317189697
ENSMUSG00000000159,283.177574177004,-0.00327764583853543,0.120270275523721,-0.0272523349951833,0.978258473896298,0.991443723846455
ENSMUSG00000000167,11.2349625646065,0.152246748581796,0.511384621275579,0.29771475763592,0.765920878946971,0.893442312491621
ENSMUSG00000000168,1024.22517849625,0.263267554346599,0.101739257497111,2.58766931097443,0.00966276954751952,0.0485452913195741
ENSMUSG00000000171,2986.17333205,0.2144275283197,0.0754966845514834,2.84022443625952,0.00450818036979389,0.026505202259441
ENSMUSG00000000184,336.933758851274,-0.0801180898002943,0.124412864018455,-0.643969499716764,0.519595212314347,0.733516408032502
ENSMUSG00000000194,646.947594017006,-0.0468310727750781,0.10231545785996,-0.457712585708957,0.647158944724135,0.819799804342613
ENSMUSG00000000197,1.36594962348798,-0.169382145575306,1.36455439064633,-0.124130006642737,0.901212340021253,NA
ENSMUSG00000000204,4.10332238003963,-0.617204901571525,0.803710161724544,-0.767944628505343,0.442520081939335,NA
ENSMUSG00000000244,8.87803147027403,-0.449760063421403,0.574770346341489,-0.782503944895909,0.433918467886919,0.66574536059532
ENSMUSG00000000247,46.9035969304443,-0.25618173324493,0.261494602873833,-0.979682679602125,0.327242778381535,0.568296737603426
ENSMUSG00000000253,22.099472343176,-0.803881657047176,0.370722054804803,-2.16842145383135,0.0301266348441381,0.116255061432343
ENSMUSG00000000266,221.581593522987,-0.267048070089105,0.135299957264095,-1.97374836983761,0.0484103621901553,0.163502648562832
ENSMUSG00000000275,1985.45153166638,-0.183250551314877,0.101437126493465,-1.80654320217444,0.0708335322602089,0.213828526278168
ENSMUSG00000000276,90.6943080542385,-0.228552113396967,0.173542998334919,-1.31697686216004,0.187846380423508,0.405313907732963
ENSMUSG00000000278,608.285501769694,0.251682389382165,0.106829570219341,2.35592438372085,0.0184766783824187,0.0807392352231732
ENSMUSG00000000282,193.237891503167,0.460238374736326,0.149680034630846,3.07481472643567,0.00210633355665898,0.0144293352929526
ENSMUSG00000000290,122.879094909041,0.0378130554796021,0.175219838851147,0.215803505627722,0.829140915610115,0.926437131163661
ENSMUSG00000000295,16.2439512221025,0.381512409835827,0.436830310920822,0.873365241142752,0.382464030416864,0.621177698306188
ENSMUSG00000000296,92.6214790235389,0.56711717453903,0.199604487495828,2.84120453229231,0.00449434774248667,0.0264761261503991
ENSMUSG00000000301,4034.47514548043,0.327403879581453,0.0696646461373213,4.6997135237877,2.60526697265323e-06,4.41814476713459e-05
ENSMUSG00000000303,1366.93951602978,-0.751417046389872,0.130530538440704,-5.75663791298325,8.58056848434603e-09,2.50449009026693e-07
ENSMUSG00000000305,28.6875880881239,-0.204085331323338,0.325535659509919,-0.626921584045755,0.530710638137504,0.741330028264104
