baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1918.66063769086,0.112961907833142,0.0862539302250232,1.30964360161261,0.190316431003276,0.426507807608006
ENSMUSG00000000028,34.586047473874,-0.439930013307621,0.319051222188968,-1.37886954417325,0.167934979867186,0.394765502590384
ENSMUSG00000000031,1.52724397857329,-0.499709283018961,1.33679164832338,-0.373812391516436,0.708543899680433,NA
ENSMUSG00000000049,30598.5918943674,0.0273931838476554,0.093537076397565,0.29285909825987,0.76962985362771,0.893821303700409
ENSMUSG00000000056,1343.86554988658,-0.987035777149058,0.07882905644012,-12.5212177047791,5.71515423853905e-36,1.67324619470586e-33
ENSMUSG00000000058,80.7271540888009,-0.0327936017165325,0.245034720612881,-0.133832469270107,0.893535051384526,0.954231479169559
ENSMUSG00000000078,166.481671719088,0.285783668769953,0.176864933948,1.61583001441075,0.106131070304849,0.293187790265327
ENSMUSG00000000085,232.564335038133,0.0915005602266244,0.133644634179927,0.684655697462841,0.493561211391188,0.7281690341315
ENSMUSG00000000088,1677.84154037485,-0.402137455837272,0.11226626106816,-3.5819974051966,0.000340977180403749,0.00358707993784744
ENSMUSG00000000093,101.970337111335,-0.351438615159702,0.184851002383505,-1.90119940183274,0.057275899422462,0.195772090689893
ENSMUSG00000000120,75.9504763245258,1.56801283011252,0.253095172109853,6.1953486391749,5.81561562616233e-10,2.27881079977679e-08
ENSMUSG00000000126,17.1661585635093,-0.737328173615132,0.452059626307435,-1.63104185976053,0.102881487178726,0.286866931063646
ENSMUSG00000000127,317.398215109607,-0.0234442607281702,0.117426745297029,-0.199650093927651,0.841754247118177,0.930505140167611
ENSMUSG00000000131,1274.5490854406,-0.0090790657644591,0.0754144034609181,-0.120389015198723,0.904174992714683,0.958862996306297
ENSMUSG00000000134,491.803064069053,0.168167473410238,0.103242502746762,1.62885893828752,0.103342884347018,0.287791015149439
ENSMUSG00000000142,203.718144599777,0.430869154578446,0.218484200095562,1.97208381379518,0.0486000394042537,0.175413891615636
ENSMUSG00000000148,302.301901439379,0.204732548290153,0.115628791271795,1.77060182017222,0.0766269390706031,0.236375495223966
ENSMUSG00000000149,2841.14531847174,-0.329448150365617,0.133049083352606,-2.47613994823636,0.013281150736567,0.068534624535853
ENSMUSG00000000154,1724.06064415655,-0.181757831552078,0.089742447881506,-2.0253273210473,0.0428337648951395,0.161365447852873
ENSMUSG00000000159,283.177574177004,0.224407754487119,0.122226521265898,1.83599886639111,0.0663578243100267,0.214515491628892
ENSMUSG00000000167,11.2349625646065,-0.136162250554994,0.513889855131629,-0.264963881258401,0.79103728620064,0.905894962413979
ENSMUSG00000000168,1024.22517849625,-0.373357045995975,0.101579133158531,-3.67552896334813,0.000237357109521506,0.00263076447746086
ENSMUSG00000000171,2986.17333205,-0.271945956817698,0.0754767738172689,-3.60304161219298,0.000314515154512794,0.00335417982994848
ENSMUSG00000000184,336.933758851274,0.0122921004563631,0.124246758015648,0.0989329673681704,0.921191493125054,0.966968676345848
ENSMUSG00000000194,646.947594017006,0.104314899064266,0.102683804762318,1.01588463054834,0.309684328591755,0.567474223755109
ENSMUSG00000000197,1.36594962348798,0.846310993227011,1.45850472020542,0.580259344726572,0.561739739271355,NA
ENSMUSG00000000204,4.10332238003963,2.89088011017795,1.21509605857772,2.37913709765608,0.0173532205566885,NA
ENSMUSG00000000244,8.87803147027403,-0.0108469800055294,0.553878310976335,-0.0195836879519784,0.984375476467634,NA
ENSMUSG00000000247,46.9035969304443,0.262603505651651,0.262552480758507,1.00019434169122,0.317216467002175,0.57520243273122
ENSMUSG00000000253,22.099472343176,0.686251966850058,0.367625515477185,1.86671473539939,0.0619414348712087,0.205717971499456
ENSMUSG00000000266,221.581593522987,0.188062013255262,0.134952297128881,1.39354436535201,0.163455238850963,0.387522527310984
ENSMUSG00000000275,1985.45153166638,0.211240471241366,0.101522177026308,2.08073228361352,0.03745841737303,0.146445518361629
ENSMUSG00000000276,90.6943080542385,0.409312469884743,0.177337458708274,2.30809933144512,0.0209936123690769,0.0962072897610649
ENSMUSG00000000278,608.285501769694,0.0513274431598648,0.108151250011757,0.474589458321424,0.635079621445777,0.822650512227575
ENSMUSG00000000282,193.237891503167,-0.26665160789604,0.151504006145033,-1.76003007894575,0.0784027067428121,0.240145045504977
ENSMUSG00000000290,122.879094909041,0.387830547774192,0.180937144466492,2.14345456217817,0.032076615902056,0.131135775301315
ENSMUSG00000000295,16.2439512221025,-0.827048736071508,0.423642824800131,-1.95223119018173,0.0509107626951142,0.180691286537074
