baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,912.960023716184,-0.0975700822314141,0.143188374908371,-0.681410640311064,0.495611692023891,0.787858825483686
ENSMUSG00000000028,23.9405138360757,0.338944735215338,0.486746525798835,0.696347518164761,0.486211221454193,0.7828505171344
ENSMUSG00000000031,4.48105900606816,-1.74987920893606,1.09991713620078,-1.59091912594463,0.111627777660247,NA
ENSMUSG00000000037,0.978215461129984,-0.221173975119035,2.09526854274311,-0.10555877235167,0.91593243682645,NA
ENSMUSG00000000049,18748.0813948425,0.120900661482565,0.113164444214935,1.06836261443511,0.28535697416814,0.617746989940311
ENSMUSG00000000056,858.804036216244,1.16514016510744,0.140089231600264,8.31712867433023,9.01198975913518e-17,1.1832665528191e-14
ENSMUSG00000000058,35.0535067601746,-0.230762890261993,0.369862786351718,-0.623914864585891,0.532683497699004,0.810322031402622
ENSMUSG00000000078,134.383229372841,-0.340213321028637,0.202692014309383,-1.67847422202508,0.0932545586997179,0.337712524928115
ENSMUSG00000000085,177.581160785659,-0.0713384631533868,0.171674723183785,-0.41554436104735,0.677743447608268,0.885611049151764
ENSMUSG00000000088,1072.54596278766,0.0901972596785895,0.118413039441392,0.761717291474749,0.4462287528842,0.753807032419194
ENSMUSG00000000093,78.1680236839042,0.549345391036618,0.270851944923689,2.02821283484375,0.0425385305277816,0.206296494548867
ENSMUSG00000000120,56.0729101290526,-1.57264854965657,0.318685394298843,-4.93479957911669,8.0233106298704e-07,2.50008312162412e-05
ENSMUSG00000000126,8.76122145795831,-0.586585274468537,0.683297843120942,-0.858462060686928,0.390637371332685,0.713551878527076
ENSMUSG00000000127,202.329272839383,0.0315131726378536,0.168373876695638,0.187161887914588,0.851533705805783,0.953583670257212
ENSMUSG00000000131,939.902291866175,0.0388508902192566,0.119714822098812,0.324528655166772,0.745537831470164,0.910916421462233
ENSMUSG00000000134,373.444087249991,-0.531066501804204,0.143063357977442,-3.7121070643955,0.000205541003369564,0.00321867573268424
ENSMUSG00000000142,211.35399966324,-0.745787761511558,0.217217239647047,-3.43337279639211,0.000596121845676431,0.0078070109064632
ENSMUSG00000000148,223.585339245164,-0.281482688463976,0.187562956373171,-1.50073710665951,0.133423571506982,0.415305664659339
ENSMUSG00000000149,1802.96371694718,0.77913237365675,0.122083448883213,6.38196562092606,1.74829218657429e-10,1.11440931826366e-08
ENSMUSG00000000154,1195.46550000094,-0.15812194918909,0.157414324822349,-1.00449529842687,0.315139936285636,0.648256521320291
ENSMUSG00000000159,159.471966721352,0.146818913748235,0.192550263984934,0.762496559130779,0.44576369599984,0.753472618641742
ENSMUSG00000000167,6.379851751912,1.10512194934979,0.854329655459757,1.2935544754736,0.195819355922737,NA
ENSMUSG00000000168,569.464265480533,0.35551804014563,0.1292335075808,2.75097416142908,0.00594183298773088,0.0494198366851769
ENSMUSG00000000171,1694.68425702702,0.203926543206386,0.112501817098031,1.81265110614783,0.0698856500935795,0.282514746845206
ENSMUSG00000000184,195.787032541775,0.0500420872431971,0.185150512144678,0.270277876434356,0.786946484248467,0.931648573599333
ENSMUSG00000000194,463.452908435012,-0.0980492510488836,0.126388757056429,-0.775775103200889,0.437881786568612,0.747889864017999
ENSMUSG00000000197,2.13514688477752,0.536814035659158,1.27265849872247,0.421805249560684,0.673167173680375,NA
ENSMUSG00000000204,8.33375530864061,-4.1670459332982,1.05277585269252,-3.95815113220997,7.55321619702794e-05,0.00138133937165171
ENSMUSG00000000223,0.98553352314888,-2.18766037117413,2.39087890944799,-0.915002580234906,0.360190275568671,NA
ENSMUSG00000000244,7.82594497364325,0.584888410477559,0.768966643810259,0.760616101082636,0.44688639987857,0.75407171297612
ENSMUSG00000000247,43.5146708313035,-0.0886015508198649,0.350402999831087,-0.252856142391976,0.800379381613906,0.936252858169174
ENSMUSG00000000253,15.13436048608,-0.0227911138764707,0.5298555366854,-0.0430138260308542,0.965690512475724,0.988659114016144
ENSMUSG00000000266,127.025944567985,-0.333231422088,0.203085529326021,-1.64084276803912,0.100830057832529,0.353416128148149
ENSMUSG00000000275,1508.63060098837,-0.279491406907051,0.120819303569031,-2.31330092667982,0.0207060997851299,0.12434992372915
ENSMUSG00000000276,61.5902242308087,-0.425326813751432,0.278867213032739,-1.52519476608926,0.127210525672703,0.403496601424356
ENSMUSG00000000278,572.05722775831,-0.0574429783527911,0.128504861508458,-0.447010157269501,0.654867726110681,0.875169900697023
